valorTotal;ide_dhEmi_$date;ide_natOp;infAdic_infCpl;total_icmsTot_vDesc;total_icmsTot_vFrete;total_icmsTot_vOutro;total_icmsTot_vProd;total_icmsTot_vSeg;total_icmsTot_vTotTrib;total_icmsTot_vbc;total_icmsTot_vbcst;total_icmsTot_vcofins;total_icmsTot_vicms;total_icmsTot_vicmsDeson;total_icmsTot_vii;total_icmsTot_vipi;total_icmsTot_vnf;total_icmsTot_vpis;total_icmsTot_vst;nItem;prod_indTot;prod_qCom;prod_uCom;prod_vProd;prod_vUnCom;prod_xProd
27.34;2016-01-21T13:26:28.000Z;VENDA;Mesa 57;0.0;0.0;0.0;27.34;0.0;1.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.34;0.0;0.0;2;1;0.384;KG;26.34;68.6;BUFFET
66.59;2016-01-21T13:26:36.000Z;VENDA;Mesa 53;0.0;0.0;0.0;66.6;0.0;7.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;66.6;0.0;0.0;1;1;0.812;KG;55.7;68.6;BUFFET
66.59;2016-01-21T13:26:36.000Z;VENDA;Mesa 53;0.0;0.0;0.0;66.6;0.0;7.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;66.6;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
66.59;2016-01-21T13:26:36.000Z;VENDA;Mesa 53;0.0;0.0;0.0;66.6;0.0;7.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;66.6;0.0;0.0;3;1;2.0;UN;6.4;3.2;DOCINHOS
87.87;2016-01-21T13:32:23.000Z;VENDA;Mesa 63;0.0;0.0;0.0;87.89;0.0;7.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;87.89;0.0;0.0;1;1;1.15;KG;78.89;68.6;BUFFET
87.87;2016-01-21T13:32:23.000Z;VENDA;Mesa 63;0.0;0.0;0.0;87.89;0.0;7.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;87.89;0.0;0.0;2;1;2.0;UN;9.0;4.5;REFRIGERANTE
29.49;2016-01-21T13:32:34.000Z;VENDA;Mesa 56;0.0;0.0;0.0;29.49;0.0;1.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.49;0.0;0.0;1;1;0.43;KG;29.49;68.6;BUFFET
23.18;2016-01-21T13:32:44.000Z;VENDA;Mesa 60;0.0;0.0;0.0;23.18;0.0;0.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.18;0.0;0.0;1;1;0.338;KG;23.18;68.6;BUFFET
29.6;2016-01-21T13:32:56.000Z;VENDA;Mesa 59;0.0;0.0;0.0;29.6;0.0;3.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.6;0.0;0.0;1;1;0.366;KG;25.1;68.6;BUFFET
29.6;2016-01-21T13:32:56.000Z;VENDA;Mesa 59;0.0;0.0;0.0;29.6;0.0;3.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.6;0.0;0.0;2;1;1.0;UN;4.5;4.5;CERVEJA
20.95;2016-01-21T13:42:44.000Z;VENDA;Mesa 72;0.0;0.0;0.0;20.95;0.0;4.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.95;0.0;0.0;1;1;0.186;KG;12.75;68.6;BUFFET
20.95;2016-01-21T13:42:44.000Z;VENDA;Mesa 72;0.0;0.0;0.0;20.95;0.0;4.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.95;0.0;0.0;2;1;1.0;UN;8.2;8.2;BULE CHA
26.06;2016-01-21T13:43:22.000Z;VENDA;Mesa 75;0.0;0.0;0.0;26.06;0.0;1.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.06;0.0;0.0;1;1;0.38;KG;26.06;68.6;BUFFET
33.99;2016-01-21T13:44:27.000Z;VENDA;Mesa 70;0.0;0.0;0.0;33.99;0.0;3.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.99;0.0;0.0;1;1;0.43;KG;29.49;68.6;BUFFET
33.99;2016-01-21T13:44:27.000Z;VENDA;Mesa 70;0.0;0.0;0.0;33.99;0.0;3.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.99;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
131.81;2016-01-21T13:46:30.000Z;VENDA;Mesa 66;0.0;0.0;0.0;131.84;0.0;15.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;131.84;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
131.81;2016-01-21T13:46:30.000Z;VENDA;Mesa 66;0.0;0.0;0.0;131.84;0.0;15.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;131.84;0.0;0.0;2;1;2.0;UN;2.0;1.0;CHA
131.81;2016-01-21T13:46:30.000Z;VENDA;Mesa 66;0.0;0.0;0.0;131.84;0.0;15.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;131.84;0.0;0.0;3;1;1.591;KG;109.14;68.6;BUFFET
131.81;2016-01-21T13:46:30.000Z;VENDA;Mesa 66;0.0;0.0;0.0;131.84;0.0;15.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;131.84;0.0;0.0;4;1;1.0;UN;4.5;4.5;REFRIGERANTE
131.81;2016-01-21T13:46:30.000Z;VENDA;Mesa 66;0.0;0.0;0.0;131.84;0.0;15.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;131.84;0.0;0.0;5;1;1.0;UN;4.5;4.5;REFRIGERANTE
131.81;2016-01-21T13:46:30.000Z;VENDA;Mesa 66;0.0;0.0;0.0;131.84;0.0;15.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;131.84;0.0;0.0;6;1;1.0;UN;8.2;8.2;BULE CHA
30.04;2016-01-21T13:46:38.000Z;VENDA;Mesa 69;0.0;0.0;0.0;30.04;0.0;1.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.04;0.0;0.0;1;1;0.438;KG;30.04;68.6;BUFFET
74.43;2016-01-21T13:53:09.000Z;VENDA;Mesa 67;0.0;0.0;0.0;74.44;0.0;6.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74.44;0.0;0.0;1;1;0.954;KG;65.44;68.6;BUFFET
74.43;2016-01-21T13:53:09.000Z;VENDA;Mesa 67;0.0;0.0;0.0;74.44;0.0;6.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74.44;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
74.43;2016-01-21T13:53:09.000Z;VENDA;Mesa 67;0.0;0.0;0.0;74.44;0.0;6.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74.44;0.0;0.0;3;1;1.0;UN;4.5;4.5;CERVEJA
49.9;2016-01-21T13:55:27.000Z;VENDA;Mesa 78;0.0;0.0;0.0;49.91;0.0;4.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.91;0.0;0.0;1;1;0.662;KG;45.41;68.6;BUFFET
49.9;2016-01-21T13:55:27.000Z;VENDA;Mesa 78;0.0;0.0;0.0;49.91;0.0;4.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.91;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
68.93;2016-01-21T13:59:14.000Z;VENDA;Mesa 71;0.0;0.0;0.0;68.93;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.93;0.0;0.0;1;1;2.0;UN;12.0;6.0;CERVEJA
68.93;2016-01-21T13:59:14.000Z;VENDA;Mesa 71;0.0;0.0;0.0;68.93;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.93;0.0;0.0;2;1;0.83;KG;56.93;68.6;BUFFET
11.79;2016-01-21T13:59:25.000Z;VENDA;Mesa 81;0.0;0.0;0.0;11.79;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.79;0.0;0.0;1;1;0.172;KG;11.79;68.6;BUFFET
31.21;2016-01-21T14:13:30.000Z;VENDA;Mesa 82;0.0;0.0;0.0;31.21;0.0;2.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.21;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
31.21;2016-01-21T14:13:30.000Z;VENDA;Mesa 82;0.0;0.0;0.0;31.21;0.0;2.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.21;0.0;0.0;2;1;0.404;KG;27.71;68.6;BUFFET
34.7;2016-01-21T14:14:47.000Z;VENDA;Mesa 83;0.0;0.0;0.0;34.71;0.0;1.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.71;0.0;0.0;1;1;0.506;KG;34.71;68.6;BUFFET
68.56;2016-01-21T14:19:53.000Z;VENDA;Mesa 76;0.0;0.0;0.0;68.57;0.0;4.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.57;0.0;0.0;1;1;0.934;KG;64.07;68.6;BUFFET
68.56;2016-01-21T14:19:53.000Z;VENDA;Mesa 76;0.0;0.0;0.0;68.57;0.0;4.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.57;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
44.28;2016-01-21T14:29:10.000Z;VENDA;Mesa 64;0.0;0.0;0.0;44.28;0.0;3.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.28;0.0;0.0;1;1;0.58;KG;39.78;68.6;BUFFET
44.28;2016-01-21T14:29:10.000Z;VENDA;Mesa 64;0.0;0.0;0.0;44.28;0.0;3.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.28;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
40.21;2016-01-21T19:42:04.000Z;VENDA;Mesa 5;0.0;0.0;0.0;40.21;0.0;3.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.21;0.0;0.0;1;1;0.514;KG;35.26;68.6;BUFFET
40.21;2016-01-21T19:42:04.000Z;VENDA;Mesa 5;0.0;0.0;0.0;40.21;0.0;3.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.21;0.0;0.0;2;1;1.0;UN;4.95;4.95;REFRIGERANTE
39.65;2016-01-21T20:20:59.000Z;VENDA;Mesa 2;0.0;0.0;0.0;39.66;0.0;3.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.66;0.0;0.0;1;1;0.506;KG;34.71;68.6;BUFFET
39.65;2016-01-21T20:20:59.000Z;VENDA;Mesa 2;0.0;0.0;0.0;39.66;0.0;3.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.66;0.0;0.0;2;1;1.0;UN;4.95;4.95;REFRIGERANTE
129.77;2016-01-21T20:21:52.000Z;VENDA;Mesa 1;0.0;0.0;0.0;129.8;0.0;7.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;129.8;0.0;0.0;1;1;1.82;KG;124.85;68.6;BUFFET
129.77;2016-01-21T20:21:52.000Z;VENDA;Mesa 1;0.0;0.0;0.0;129.8;0.0;7.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;129.8;0.0;0.0;2;1;1.0;UN;4.95;4.95;REFRIGERANTE
117.72;2016-01-21T20:35:24.000Z;VENDA;Mesa 8;0.0;0.0;0.0;117.74;0.0;12.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;117.74;0.0;0.0;1;1;3.0;UN;18.0;6.0;CERVEJA
117.72;2016-01-21T20:35:24.000Z;VENDA;Mesa 8;0.0;0.0;0.0;117.74;0.0;12.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;117.74;0.0;0.0;2;1;1.454;KG;99.74;68.6;BUFFET
109.82;2016-01-21T20:36:15.000Z;VENDA;Mesa 10;0.0;0.0;0.0;109.84;0.0;8.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;109.84;0.0;0.0;1;1;1.384;KG;94.94;68.6;BUFFET
109.82;2016-01-21T20:36:15.000Z;VENDA;Mesa 10;0.0;0.0;0.0;109.84;0.0;8.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;109.84;0.0;0.0;2;1;2.0;UN;9.9;4.95;REFRIGERANTE
109.82;2016-01-21T20:36:15.000Z;VENDA;Mesa 10;0.0;0.0;0.0;109.84;0.0;8.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;109.84;0.0;0.0;3;1;1.0;UN;5.0;5.0;SUCO
130.06;2016-01-21T20:37:56.000Z;VENDA;Mesa 96;0.0;0.0;0.0;130.09;0.0;11.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.09;0.0;0.0;1;1;1.68;KG;115.24;68.6;BUFFET
130.06;2016-01-21T20:37:56.000Z;VENDA;Mesa 96;0.0;0.0;0.0;130.09;0.0;11.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.09;0.0;0.0;2;1;1.0;UN;4.95;4.95;REFRIGERANTE
130.06;2016-01-21T20:37:56.000Z;VENDA;Mesa 96;0.0;0.0;0.0;130.09;0.0;11.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.09;0.0;0.0;3;1;2.0;UN;9.9;4.95;CERVEJA
18.65;2016-01-21T20:40:31.000Z;VENDA;Mesa 18;0.0;0.0;0.0;18.65;0.0;0.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.65;0.0;0.0;1;1;0.272;KG;18.65;68.6;BUFFET
23.46;2016-01-21T20:50:24.000Z;VENDA;Mesa 3;0.0;0.0;0.0;23.46;0.0;2.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.46;0.0;0.0;1;1;1.0;UN;3.85;3.85;AGUA
23.46;2016-01-21T20:50:24.000Z;VENDA;Mesa 3;0.0;0.0;0.0;23.46;0.0;2.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.46;0.0;0.0;2;1;0.286;KG;19.61;68.6;BUFFET
78.75;2016-01-21T20:54:00.000Z;VENDA;Mesa 19;0.0;0.0;0.0;78.77;0.0;7.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;78.77;0.0;0.0;1;1;1.004;KG;68.87;68.6;BUFFET
78.75;2016-01-21T20:54:00.000Z;VENDA;Mesa 19;0.0;0.0;0.0;78.77;0.0;7.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;78.77;0.0;0.0;2;1;1.0;UN;4.95;4.95;REFRIGERANTE
78.75;2016-01-21T20:54:00.000Z;VENDA;Mesa 19;0.0;0.0;0.0;78.77;0.0;7.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;78.77;0.0;0.0;3;1;1.0;UN;4.95;4.95;REFRIGERANTE
44.73;2016-01-21T20:54:16.000Z;VENDA;Mesa 16;0.0;0.0;0.0;44.73;0.0;3.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.73;0.0;0.0;1;1;0.58;KG;39.78;68.6;BUFFET
44.73;2016-01-21T20:54:16.000Z;VENDA;Mesa 16;0.0;0.0;0.0;44.73;0.0;3.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.73;0.0;0.0;2;1;1.0;UN;4.95;4.95;REFRIGERANTE
40.47;2016-01-21T20:54:25.000Z;VENDA;Mesa 17;0.0;0.0;0.0;40.48;0.0;3.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.48;0.0;0.0;1;1;1.0;UN;3.85;3.85;AGUA
40.47;2016-01-21T20:54:25.000Z;VENDA;Mesa 17;0.0;0.0;0.0;40.48;0.0;3.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.48;0.0;0.0;2;1;0.534;KG;36.63;68.6;BUFFET
82.67;2016-01-21T21:10:25.000Z;VENDA;Mesa 92;0.0;0.0;0.0;82.68;0.0;11.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82.68;0.0;0.0;1;1;1.0;UN;3.85;3.85;AGUA
82.67;2016-01-21T21:10:25.000Z;VENDA;Mesa 92;0.0;0.0;0.0;82.68;0.0;11.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82.68;0.0;0.0;2;1;1.0;UN;16.0;16.0;SAKE
82.67;2016-01-21T21:10:25.000Z;VENDA;Mesa 92;0.0;0.0;0.0;82.68;0.0;11.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82.68;0.0;0.0;3;1;0.916;KG;62.83;68.6;BUFFET
38.41;2016-01-21T21:10:39.000Z;VENDA;Mesa 93;0.0;0.0;0.0;38.42;0.0;3.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.42;0.0;0.0;1;1;1.0;UN;3.85;3.85;AGUA
38.41;2016-01-21T21:10:39.000Z;VENDA;Mesa 93;0.0;0.0;0.0;38.42;0.0;3.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.42;0.0;0.0;2;1;0.504;KG;34.57;68.6;BUFFET
60.91;2016-01-21T21:14:56.000Z;VENDA;Mesa 35;0.0;0.0;0.0;60.92;0.0;4.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.92;0.0;0.0;1;1;0.816;KG;55.97;68.6;BUFFET
60.91;2016-01-21T21:14:56.000Z;VENDA;Mesa 35;0.0;0.0;0.0;60.92;0.0;4.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.92;0.0;0.0;2;1;1.0;UN;4.95;4.95;REFRIGERANTE
37.18;2016-01-21T21:15:56.000Z;VENDA;Mesa 33;0.0;0.0;0.0;37.19;0.0;3.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.19;0.0;0.0;1;1;0.47;KG;32.24;68.6;BUFFET
37.18;2016-01-21T21:15:56.000Z;VENDA;Mesa 33;0.0;0.0;0.0;37.19;0.0;3.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.19;0.0;0.0;2;1;1.0;UN;4.95;4.95;CERVEJA
68.73;2016-01-21T21:20:14.000Z;VENDA;Mesa 46;0.0;0.0;0.0;68.74;0.0;4.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.74;0.0;0.0;1;1;1.0;UN;3.85;3.85;AGUA
68.73;2016-01-21T21:20:14.000Z;VENDA;Mesa 46;0.0;0.0;0.0;68.74;0.0;4.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.74;0.0;0.0;2;1;0.946;KG;64.89;68.6;BUFFET
101.92;2016-01-21T21:27:00.000Z;VENDA;Mesa 30;0.0;0.0;0.0;101.94;0.0;9.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;101.94;0.0;0.0;1;1;1.298;KG;89.04;68.6;BUFFET
101.92;2016-01-21T21:27:00.000Z;VENDA;Mesa 30;0.0;0.0;0.0;101.94;0.0;9.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;101.94;0.0;0.0;2;1;1.0;UN;4.95;4.95;REFRIGERANTE
101.92;2016-01-21T21:27:00.000Z;VENDA;Mesa 30;0.0;0.0;0.0;101.94;0.0;9.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;101.94;0.0;0.0;3;1;1.0;UN;7.95;7.95;CERVEJA LATA
190.91;2016-01-21T21:29:02.000Z;VENDA;Mesa 36;0.0;0.0;0.0;190.94;0.0;16.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;190.94;0.0;0.0;1;1;2.422;KG;166.14;68.6;BUFFET
190.91;2016-01-21T21:29:02.000Z;VENDA;Mesa 36;0.0;0.0;0.0;190.94;0.0;16.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;190.94;0.0;0.0;2;1;1.0;UN;4.95;4.95;REFRIGERANTE
190.91;2016-01-21T21:29:02.000Z;VENDA;Mesa 36;0.0;0.0;0.0;190.94;0.0;16.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;190.94;0.0;0.0;3;1;1.0;UN;4.95;4.95;REFRIGERANTE
190.91;2016-01-21T21:29:02.000Z;VENDA;Mesa 36;0.0;0.0;0.0;190.94;0.0;16.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;190.94;0.0;0.0;4;1;1.0;UN;4.95;4.95;REFRIGERANTE
190.91;2016-01-21T21:29:02.000Z;VENDA;Mesa 36;0.0;0.0;0.0;190.94;0.0;16.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;190.94;0.0;0.0;5;1;1.0;UN;4.95;4.95;REFRIGERANTE
190.91;2016-01-21T21:29:02.000Z;VENDA;Mesa 36;0.0;0.0;0.0;190.94;0.0;16.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;190.94;0.0;0.0;6;1;1.0;UN;5.0;5.0;SUCO
96.87;2016-01-21T21:36:29.000Z;VENDA;Mesa 11;0.0;0.0;0.0;96.87;0.0;13.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.91;0.0;0.0;1;1;1.0;UN;16.0;16.0;SAKE
96.87;2016-01-21T21:36:29.000Z;VENDA;Mesa 11;0.0;0.0;0.0;96.87;0.0;13.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.91;0.0;0.0;2;1;1.18;KG;80.86;68.6;BUFFET
60.29;2016-01-21T21:36:49.000Z;VENDA;Mesa 13;0.0;0.0;0.0;60.29;0.0;2.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.19;0.0;0.0;1;1;0.88;KG;60.29;68.6;BUFFET
50.07;2016-01-21T21:37:35.000Z;VENDA;Mesa 14;0.0;0.0;0.0;50.07;0.0;2.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.07;0.0;0.0;1;1;0.73;KG;50.07;68.6;BUFFET
149.41;2016-01-21T21:41:26.000Z;VENDA;Mesa 22;0.0;0.0;0.0;149.44;0.0;13.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;149.44;0.0;0.0;1;1;2.0;UN;7.7;3.85;AGUA
149.41;2016-01-21T21:41:26.000Z;VENDA;Mesa 22;0.0;0.0;0.0;149.44;0.0;13.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;149.44;0.0;0.0;2;1;1.922;KG;131.84;68.6;BUFFET
149.41;2016-01-21T21:41:26.000Z;VENDA;Mesa 22;0.0;0.0;0.0;149.44;0.0;13.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;149.44;0.0;0.0;3;1;2.0;UN;9.9;4.95;REFRIGERANTE
85.52;2016-01-21T21:41:48.000Z;VENDA;Mesa 4;0.0;0.0;0.0;85.53;0.0;17.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.53;0.0;0.0;1;1;1.0;UN;21.9;21.9;SAKE
85.52;2016-01-21T21:41:48.000Z;VENDA;Mesa 4;0.0;0.0;0.0;85.53;0.0;17.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.53;0.0;0.0;2;1;1.0;UN;3.85;3.85;AGUA
85.52;2016-01-21T21:41:48.000Z;VENDA;Mesa 4;0.0;0.0;0.0;85.53;0.0;17.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.53;0.0;0.0;3;1;1.0;UN;6.0;6.0;CERVEJA
85.52;2016-01-21T21:41:48.000Z;VENDA;Mesa 4;0.0;0.0;0.0;85.53;0.0;17.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.53;0.0;0.0;4;1;0.784;KG;53.78;68.6;BUFFET
69.59;2016-01-21T21:42:43.000Z;VENDA;Mesa 28;0.0;0.0;0.0;69.59;0.0;6.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.59;0.0;0.0;1;1;4.0;UN;4.0;1.0;CHA
69.59;2016-01-21T21:42:43.000Z;VENDA;Mesa 28;0.0;0.0;0.0;69.59;0.0;6.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.59;0.0;0.0;2;1;0.884;KG;60.64;68.6;BUFFET
69.59;2016-01-21T21:42:43.000Z;VENDA;Mesa 28;0.0;0.0;0.0;69.59;0.0;6.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.59;0.0;0.0;3;1;1.0;UN;4.95;4.95;REFRIGERANTE
41.3;2016-01-21T21:43:28.000Z;VENDA;Mesa 27;0.0;0.0;0.0;41.3;0.0;3.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.3;0.0;0.0;1;1;0.53;KG;36.35;68.6;BUFFET
41.3;2016-01-21T21:43:28.000Z;VENDA;Mesa 27;0.0;0.0;0.0;41.3;0.0;3.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.3;0.0;0.0;2;1;1.0;UN;4.95;4.95;REFRIGERANTE
86.57;2016-01-21T21:48:58.000Z;VENDA;Mesa 51;0.0;0.0;0.0;86.58;0.0;5.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;86.58;0.0;0.0;1;1;1.0;UN;3.85;3.85;AGUA
86.57;2016-01-21T21:48:58.000Z;VENDA;Mesa 51;0.0;0.0;0.0;86.58;0.0;5.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;86.58;0.0;0.0;2;1;1.206;KG;82.73;68.6;BUFFET
81.09;2016-01-21T21:49:20.000Z;VENDA;Mesa 59;0.0;0.0;0.0;81.1;0.0;7.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81.1;0.0;0.0;1;1;1.0;UN;3.85;3.85;AGUA
81.09;2016-01-21T21:49:20.000Z;VENDA;Mesa 59;0.0;0.0;0.0;81.1;0.0;7.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81.1;0.0;0.0;2;1;1.054;KG;72.3;68.6;BUFFET
81.09;2016-01-21T21:49:20.000Z;VENDA;Mesa 59;0.0;0.0;0.0;81.1;0.0;7.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81.1;0.0;0.0;3;1;1.0;UN;4.95;4.95;REFRIGERANTE
91.73;2016-01-21T22:01:27.000Z;VENDA;Mesa 97;0.0;0.0;0.0;91.74;0.0;22.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.74;0.0;0.0;1;1;1.0;UN;3.85;3.85;AGUA
91.73;2016-01-21T22:01:27.000Z;VENDA;Mesa 97;0.0;0.0;0.0;91.74;0.0;22.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.74;0.0;0.0;2;1;1.0;UN;15.0;15.0;SAKE
91.73;2016-01-21T22:01:27.000Z;VENDA;Mesa 97;0.0;0.0;0.0;91.74;0.0;22.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.74;0.0;0.0;3;1;1.0;UN;15.0;15.0;CAIPIROSKA
91.73;2016-01-21T22:01:27.000Z;VENDA;Mesa 97;0.0;0.0;0.0;91.74;0.0;22.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.74;0.0;0.0;4;1;0.704;KG;48.29;68.6;BUFFET
91.73;2016-01-21T22:01:27.000Z;VENDA;Mesa 97;0.0;0.0;0.0;91.74;0.0;22.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.74;0.0;0.0;5;1;3.0;UN;9.6;3.2;DOCINHOS
44.61;2016-01-21T22:05:14.000Z;VENDA;Mesa 6;0.0;0.0;0.0;44.63;0.0;3.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.63;0.0;0.0;1;1;0.604;KG;41.43;68.6;BUFFET
44.61;2016-01-21T22:05:14.000Z;VENDA;Mesa 6;0.0;0.0;0.0;44.63;0.0;3.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.63;0.0;0.0;2;1;1.0;UN;3.2;3.2;DOCINHOS
47.87;2016-01-21T22:08:31.000Z;VENDA;Mesa 95;0.0;0.0;0.0;47.87;0.0;15.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.87;0.0;0.0;1;1;1.0;UN;16.0;16.0;SAKE
47.87;2016-01-21T22:08:31.000Z;VENDA;Mesa 95;0.0;0.0;0.0;47.87;0.0;15.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.87;0.0;0.0;2;1;1.0;UN;15.0;15.0;CAIPIROSKA
